"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US37089","Henderson County, North Carolina","51115","1508","2.8","1.1","4.9","2.2","10.6","2.8","9.5","2.6","12.7","3.0","20.6","3.4","15.5","2.5","13.7","2.6","4.8","1.4","4.8","1.5","62131","2936","77779","5319","32.4","(X)","(X)","(X)","(X)","(X)","33992","2707","1.8","1.5","4.5","2.9","7.0","2.6","5.7","2.3","7.9","2.3","24.9","4.6","18.7","3.3","16.0","3.3","6.8","1.9","6.8","2.2","73823","2675","91630","7497","(X)","(X)","35.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","78351","3204","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17123","2207","6.9","2.9","5.9","2.8","18.7","5.9","16.8","6.4","22.5","7.1","14.9","4.9","4.2","1.7","8.3","3.4","0.9","1.0","0.9","0.8","36250","6584","45865","4635","(X)","(X)","(X)","(X)","26.5","(X)"
"0500000US37097","Iredell County, North Carolina","68145","1701","3.1","1.0","3.4","1.1","8.4","1.7","9.6","1.9","10.9","1.7","19.0","2.4","15.1","2.2","15.8","2.5","6.6","1.2","8.2","1.4","68660","4069","90976","4195","35.2","(X)","(X)","(X)","(X)","(X)","49635","2179","2.6","1.2","1.4","1.0","4.8","1.5","6.5","1.7","9.5","1.7","20.3","2.7","15.7","2.5","20.7","3.2","7.8","1.7","10.7","1.8","81610","4225","104428","4606","(X)","(X)","35.8","(X)","(X)","(X)","39429","2048","0.9","0.6","0.4","0.4","2.7","1.2","4.4","1.5","8.4","2.0","20.0","2.7","17.9","3.1","22.7","3.8","9.2","2.0","13.4","2.2","92072","6315","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18510","1812","5.5","2.3","9.2","2.9","20.8","4.8","17.6","4.8","13.8","3.5","14.3","3.3","11.9","4.2","4.2","2.3","1.5","1.0","1.2","1.1","33287","3107","50863","8605","(X)","(X)","(X)","(X)","33.5","(X)"
"0500000US37101","Johnston County, North Carolina","73567","1982","7.1","2.2","3.7","1.5","8.4","1.9","8.0","2.0","14.5","2.8","15.7","2.7","13.0","2.5","18.4","3.0","5.1","1.4","6.2","1.9","60951","6167","82143","7228","32.3","(X)","(X)","(X)","(X)","(X)","53743","3032","4.1","1.9","1.7","0.9","6.2","2.1","8.3","2.3","12.8","3.1","15.8","2.9","13.8","2.9","23.3","4.0","6.0","1.9","8.1","2.6","76439","7160","95272","9800","(X)","(X)","33.5","(X)","(X)","(X)","39949","3154","1.0","0.8","1.0","0.8","4.3","2.5","6.8","2.4","11.5","3.5","14.7","3.1","15.8","3.7","27.4","4.7","7.6","2.6","9.8","3.6","91902","8121","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19824","2443","16.4","5.5","9.8","4.9","14.2","4.3","9.8","4.3","18.6","5.0","14.3","4.8","10.9","5.1","3.6","2.0","2.0","1.7","0.3","0.5","34583","6778","41370","4017","(X)","(X)","(X)","(X)","25.8","(X)"
"0500000US37109","Lincoln County, North Carolina","34418","1246","4.8","2.4","4.8","2.3","4.9","2.0","11.7","3.6","11.1","3.3","17.8","3.8","13.1","3.1","12.7","2.9","12.1","3.7","6.9","1.7","71514","4430","89203","6296","30.9","(X)","(X)","(X)","(X)","(X)","24445","1719","1.3","1.0","1.0","1.4","2.8","2.1","8.9","3.6","10.5","4.0","22.6","5.4","14.0","3.9","16.6","4.0","12.8","4.3","9.5","2.3","80649","10510","103840","6606","(X)","(X)","30.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96781","12108","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9973","1607","13.5","7.2","14.1","6.6","10.0","5.0","18.9","7.8","14.7","6.1","9.2","4.2","10.0","6.3","2.9","2.4","6.0","4.2","0.6","0.7","31444","3097","48687","8704","(X)","(X)","(X)","(X)","30.4","(X)"
"0500000US37119","Mecklenburg County, North Carolina","426313","4517","4.5","0.6","3.4","0.5","6.5","0.7","8.2","0.8","12.9","0.9","18.5","1.1","13.1","0.9","15.2","1.0","6.9","0.6","10.9","0.7","69072","2224","102553","2732","32.5","(X)","(X)","(X)","(X)","(X)","254759","5624","2.7","0.6","2.0","0.5","4.2","0.8","6.9","1.0","10.4","1.2","16.5","1.2","14.2","1.2","18.5","1.5","8.7","1.0","15.9","1.1","86834","2495","125391","4509","(X)","(X)","34.6","(X)","(X)","(X)","180960","5646","0.8","0.3","0.7","0.4","2.1","0.5","3.5","0.8","7.2","1.1","15.1","1.4","15.5","1.4","22.3","1.8","11.3","1.2","21.4","1.4","110595","2800","153173","5695","(X)","(X)","(X)","(X)","(X)","(X)","171554","4630","7.5","1.2","5.9","1.1","10.5","1.1","11.0","1.5","16.7","1.7","20.7","1.9","10.9","1.2","9.8","1.1","3.6","0.7","3.3","0.6","48198","2098","65617","2853","(X)","(X)","(X)","(X)","28.6","(X)"
"0500000US37125","Moore County, North Carolina","41530","1339","5.2","1.8","3.3","1.5","10.7","3.0","8.7","2.7","10.8","2.8","20.3","3.6","14.4","2.9","14.5","3.1","6.4","2.5","5.6","1.8","62469","6066","82882","8233","33.7","(X)","(X)","(X)","(X)","(X)","27191","1911","2.8","1.7","2.9","2.6","5.6","2.5","5.5","2.9","9.2","3.3","22.1","4.9","17.9","3.7","17.7","3.9","9.2","3.6","7.1","2.5","78517","8481","99220","11726","(X)","(X)","34.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93035","7318","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14339","1950","10.8","4.7","6.4","3.6","20.5","6.3","12.5","5.1","14.4","5.5","16.0","6.5","7.8","3.8","8.4","4.4","0.6","0.8","2.7","2.2","34853","6311","50152","7088","(X)","(X)","(X)","(X)","29.3","(X)"
"0500000US37127","Nash County, North Carolina","37574","1750","7.8","3.7","6.0","2.3","11.5","3.4","10.1","3.0","13.5","3.5","21.5","4.3","10.5","3.1","13.6","3.4","3.3","1.5","2.2","1.2","50656","3266","67195","11506","36.9","(X)","(X)","(X)","(X)","(X)","27002","1890","5.0","3.0","3.8","1.9","8.8","3.8","8.4","3.6","13.4","3.7","23.7","5.5","13.8","4.1","16.7","4.1","3.7","2.0","2.7","1.6","58908","6113","78198","15675","(X)","(X)","37.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","75744","13611","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10572","1896","19.7","10.4","11.2","6.2","16.5","6.9","16.3","6.1","11.7","6.9","15.9","7.9","3.1","2.3","2.9","2.1","2.3","2.4","0.4","0.7","26306","7919","34818","5497","(X)","(X)","(X)","(X)","33.9","(X)"
"0500000US37129","New Hanover County, North Carolina","100189","2499","7.1","1.4","4.3","1.2","10.1","1.9","7.9","1.7","15.4","2.4","16.5","2.2","10.5","1.8","14.8","1.9","6.1","1.0","7.3","1.3","56382","3227","82471","3689","27.4","(X)","(X)","(X)","(X)","(X)","56160","2863","3.9","1.5","0.8","0.6","5.6","1.9","5.0","1.7","13.6","3.2","16.3","3.0","14.4","2.7","20.1","3.1","8.2","1.7","12.1","2.2","81497","6682","108799","6150","(X)","(X)","29.7","(X)","(X)","(X)","43967","2778","1.1","0.7","0.2","0.3","1.8","1.5","3.9","1.7","11.5","3.4","17.9","3.6","15.8","3.1","22.8","4.0","9.8","2.1","15.1","2.7","96366","7022","N","N","(X)","(X)","(X)","(X)","(X)","(X)","44029","3400","11.9","2.5","9.0","2.6","16.7","3.4","11.7","3.3","17.6","4.5","16.5","3.4","6.0","1.9","6.5","1.9","2.8","1.3","1.2","1.0","35492","3479","46478","3053","(X)","(X)","(X)","(X)","23.4","(X)"
"0500000US37133","Onslow County, North Carolina","63604","2606","8.4","3.2","1.9","0.9","11.4","2.7","10.1","2.4","18.8","3.1","19.9","4.1","11.5","3.0","10.9","2.3","5.1","1.7","2.0","1.0","49544","4326","67207","6739","32.0","(X)","(X)","(X)","(X)","(X)","46202","3277","7.0","3.6","1.2","0.9","7.6","2.8","9.5","2.8","19.0","3.9","23.0","5.0","11.7","3.2","13.2","2.7","5.2","2.0","2.7","1.3","54021","3710","74233","8489","(X)","(X)","31.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","61072","4977","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17402","2612","13.3","6.6","4.4","2.6","20.9","7.1","12.4","5.4","18.6","5.6","15.2","6.2","6.9","4.6","6.6","4.5","1.6","1.6","0.1","0.2","33897","6786","45041","7048","(X)","(X)","(X)","(X)","31.0","(X)"
"0500000US37135","Orange County, North Carolina","55259","1600","8.7","2.4","3.1","1.3","5.1","1.6","7.5","2.2","12.2","2.6","13.8","2.3","10.8","1.8","15.0","2.4","9.7","1.8","14.0","2.0","74299","5419","110759","7225","25.6","(X)","(X)","(X)","(X)","(X)","32657","2179","3.0","1.4","1.5","1.0","2.8","1.6","4.1","2.0","8.3","3.3","13.0","3.0","10.7","2.3","19.7","3.3","15.3","2.8","21.5","3.5","118498","9492","148513","11870","(X)","(X)","26.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","128901","11413","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22602","1986","17.6","5.6","5.4","2.9","10.0","3.8","12.7","3.9","17.4","4.0","12.9","3.5","10.7","3.4","8.2","3.2","1.8","1.2","3.2","1.6","38051","3500","54061","5800","(X)","(X)","(X)","(X)","23.7","(X)"
"0500000US37147","Pitt County, North Carolina","70926","2307","8.5","2.2","5.4","1.9","10.7","2.5","8.5","1.9","13.0","2.3","21.1","2.8","11.1","2.0","13.2","2.3","4.0","1.3","4.4","1.3","53401","3100","72458","5983","52.1","(X)","(X)","(X)","(X)","(X)","41427","2465","3.6","1.9","3.4","2.0","9.1","3.3","8.9","2.6","9.3","2.8","21.6","3.7","14.4","3.0","18.8","3.3","5.2","1.7","5.8","2.0","64962","6703","86613","8511","(X)","(X)","49.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84253","8373","N","N","(X)","(X)","(X)","(X)","(X)","(X)","29499","2611","16.4","4.5","9.1","3.9","12.0","4.0","8.3","3.0","18.4","4.7","21.0","5.2","5.5","2.4","5.5","2.4","1.3","1.0","2.5","1.7","38658","5881","50822","8730","(X)","(X)","(X)","(X)","55.5","(X)"
"0500000US37151","Randolph County, North Carolina","56117","1793","6.6","1.9","5.6","1.8","12.2","1.9","9.7","2.1","16.3","2.7","21.9","3.4","13.6","2.2","10.0","2.3","3.2","1.3","0.9","0.5","49742","2544","59175","3521","31.6","(X)","(X)","(X)","(X)","(X)","37795","1957","3.6","1.8","3.2","1.9","8.1","2.8","8.4","2.4","16.4","3.2","25.5","4.3","15.9","3.0","13.3","3.1","4.3","1.9","1.3","0.8","58172","5980","69067","4591","(X)","(X)","32.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","63918","4959","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18322","1785","14.0","4.8","11.3","4.1","21.7","4.8","13.0","3.5","15.6","4.4","13.8","4.8","6.9","3.0","3.1","3.1","0.7","0.8","0.0","1.0","27111","4724","35886","4549","(X)","(X)","(X)","(X)","29.8","(X)"
"0500000US37155","Robeson County, North Carolina","46272","863","16.3","2.1","9.6","1.7","13.1","1.8","10.9","1.7","16.1","2.4","14.5","2.4","8.9","1.6","7.3","1.4","2.3","0.8","1.0","0.6","35035","3180","48129","3958","40.3","(X)","(X)","(X)","(X)","(X)","30034","1205","11.9","2.7","5.2","1.4","12.1","2.4","11.7","2.6","14.6","2.7","17.3","2.7","12.6","2.4","9.9","2.0","3.1","1.1","1.5","0.9","43698","3548","58699","5869","(X)","(X)","43.9","(X)","(X)","(X)","17684","1335","2.3","1.3","3.1","1.7","8.8","2.8","9.4","2.8","15.5","3.4","20.5","3.8","18.3","3.6","15.0","3.3","4.5","1.9","2.6","1.5","64172","5937","77370","8911","(X)","(X)","(X)","(X)","(X)","(X)","16238","1210","27.7","4.4","17.8","4.0","16.6","4.1","8.9","2.7","15.9","4.1","9.2","2.9","1.8","1.4","1.8","1.2","0.3","0.4","0.0","1.2","17539","2810","25803","2401","(X)","(X)","(X)","(X)","31.1","(X)"
"0500000US37157","Rockingham County, North Carolina","38462","1483","7.8","2.3","10.2","2.8","13.4","2.9","10.5","2.4","14.5","3.5","19.1","3.2","12.0","2.6","8.5","2.3","2.1","0.9","1.8","1.0","43230","3586","53588","3751","40.5","(X)","(X)","(X)","(X)","(X)","25717","2084","5.0","2.8","8.4","3.1","10.0","3.3","10.4","2.9","16.2","4.5","19.3","3.7","14.8","3.7","11.0","2.9","2.9","1.3","2.0","1.3","49962","7263","61096","4565","(X)","(X)","41.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","63702","6362","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12745","2080","15.8","6.2","12.6","5.5","20.8","5.9","13.8","5.7","12.3","5.3","17.6","6.2","5.4","3.9","0.6","0.8","0.4","0.6","0.7","0.7","25569","4492","34119","4496","(X)","(X)","(X)","(X)","35.6","(X)"
"0500000US37159","Rowan County, North Carolina","55241","1463","4.4","1.6","5.5","1.7","13.6","2.6","9.8","2.1","14.5","2.7","21.5","3.4","12.8","2.5","11.4","2.0","3.7","1.3","2.8","1.1","51927","3441","65593","4071","36.2","(X)","(X)","(X)","(X)","(X)","37900","2442","3.8","1.7","1.7","1.1","10.6","3.1","10.0","2.7","12.7","3.2","21.9","3.2","16.1","3.2","14.8","2.8","4.4","1.9","4.2","1.6","62894","3674","76381","5814","(X)","(X)","39.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77156","5516","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17341","2243","8.5","3.9","13.8","4.3","22.1","5.7","11.4","2.9","16.3","5.3","17.3","7.2","4.7","2.3","4.5","2.8","1.5","1.1","0.0","1.1","28619","5188","38346","3788","(X)","(X)","(X)","(X)","26.2","(X)"
"0500000US37161","Rutherford County, North Carolina","27970","1392","4.3","2.1","8.0","3.2","13.5","4.0","12.8","4.0","17.5","4.4","18.3","4.3","10.4","3.9","9.1","3.3","2.1","1.1","3.9","1.8","44361","3283","63090","7019","33.8","(X)","(X)","(X)","(X)","(X)","18874","1772","2.0","1.9","2.9","2.2","7.0","4.1","14.7","4.6","22.4","6.3","18.8","5.4","13.2","5.6","11.5","4.9","3.1","1.7","4.4","2.3","50846","10113","71868","8241","(X)","(X)","33.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","61201","6903","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9096","1461","11.6","5.6","18.6","8.4","28.6","8.7","9.1","5.5","8.8","5.7","14.2","7.7","2.4","2.3","3.8","3.0","0.0","2.1","2.7","3.6","23407","1891","40761","13336","(X)","(X)","(X)","(X)","31.0","(X)"
"0500000US37171","Surry County, North Carolina","28408","1215","9.8","3.1","5.7","2.1","15.8","3.0","7.8","2.1","11.5","2.6","17.7","3.3","13.7","3.3","14.0","2.9","1.5","0.8","2.6","1.0","49250","4722","61869","5262","35.4","(X)","(X)","(X)","(X)","(X)","19539","1355","4.8","2.4","2.7","1.7","10.7","3.4","7.8","2.7","11.4","3.5","21.0","4.3","18.4","4.6","19.0","4.3","1.6","0.9","2.7","1.2","66882","9228","74219","6610","(X)","(X)","36.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","75181","4366","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8869","1091","20.7","7.8","12.8","5.7","27.7","6.8","8.2","3.4","12.2","4.7","10.4","4.1","3.8","2.3","1.1","1.0","0.8","0.9","2.3","1.8","20581","1822","32360","4752","(X)","(X)","(X)","(X)","31.8","(X)"
"0500000US37179","Union County, North Carolina","77954","1511","3.3","1.0","2.1","0.9","6.0","1.5","6.2","1.5","9.7","1.9","16.7","2.2","13.3","1.8","18.8","2.1","9.5","1.6","14.5","1.7","85985","5134","113242","4950","37.9","(X)","(X)","(X)","(X)","(X)","62932","2381","1.6","0.7","1.3","0.7","3.6","1.4","4.8","1.3","9.2","1.9","15.5","2.2","13.3","1.9","21.7","2.7","11.2","1.9","17.8","1.9","100737","5536","127791","5089","(X)","(X)","38.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","112198","5033","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15022","2001","11.0","4.4","7.2","4.1","18.6","5.1","9.6","3.9","15.0","4.6","19.9","5.5","10.4","3.7","6.0","3.2","1.5","1.2","0.7","0.9","40023","7282","47183","4921","(X)","(X)","(X)","(X)","34.0","(X)"
"0500000US37183","Wake County, North Carolina","419361","3766","3.6","0.6","2.1","0.5","6.0","0.8","7.2","0.8","10.3","1.0","15.6","0.9","13.1","1.0","19.1","1.0","11.2","0.9","11.8","0.8","84215","2081","111123","2566","30.4","(X)","(X)","(X)","(X)","(X)","279243","5734","1.6","0.5","1.3","0.4","2.9","0.7","5.3","0.9","8.4","1.3","13.9","1.1","13.0","1.2","22.0","1.4","14.9","1.3","16.6","1.2","104821","2780","133488","3869","(X)","(X)","30.1","(X)","(X)","(X)","214561","5871","0.8","0.4","0.4","0.2","1.1","0.3","3.1","0.8","6.1","1.1","11.3","1.3","13.3","1.2","24.8","1.5","18.4","1.6","20.6","1.5","126732","2472","153330","4600","(X)","(X)","(X)","(X)","(X)","(X)","140118","5788","8.2","1.4","4.0","1.1","13.0","1.9","11.0","1.8","14.2","1.6","20.1","1.6","11.6","1.7","12.4","1.7","3.5","0.8","1.9","0.6","49448","2661","63317","3668","(X)","(X)","(X)","(X)","28.9","(X)"
"0500000US37191","Wayne County, North Carolina","48482","1541","8.6","2.3","5.9","2.0","8.9","2.6","13.2","2.4","19.7","3.0","17.3","3.6","13.9","2.7","8.2","1.9","2.6","1.2","1.8","0.9","44596","3414","59250","4824","23.4","(X)","(X)","(X)","(X)","(X)","30990","2120","5.6","2.4","3.7","2.2","9.5","3.4","10.9","2.5","16.5","3.6","18.3","4.4","17.0","3.9","12.1","3.1","3.8","1.8","2.6","1.4","53190","5063","70723","7621","(X)","(X)","25.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","72603","8684","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17492","2194","14.0","5.0","9.7","3.9","9.5","3.8","18.5","5.3","24.7","6.6","14.0","5.4","7.9","4.1","0.9","0.5","0.5","0.6","0.3","0.4","33865","4408","37287","3816","(X)","(X)","(X)","(X)","18.4","(X)"
"0500000US37193","Wilkes County, North Carolina","28376","1523","7.8","2.7","4.1","1.8","17.1","4.1","10.6","2.7","15.4","3.6","16.3","3.7","11.3","3.1","12.8","3.7","3.5","2.1","1.2","0.9","43290","5319","59466","4811","30.9","(X)","(X)","(X)","(X)","(X)","17409","1711","4.8","2.9","1.2","1.2","9.9","3.8","5.9","2.2","18.9","4.7","19.2","5.0","17.7","4.8","16.6","5.0","4.6","3.4","1.3","1.1","60153","8771","70093","5171","(X)","(X)","26.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","67931","9897","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10967","1587","12.7","5.2","8.6","3.9","29.3","8.2","18.1","6.0","11.0","5.8","12.6","5.1","1.7","1.6","4.2","4.0","0.7","1.2","1.1","1.4","24592","5103","39984","10451","(X)","(X)","(X)","(X)","34.6","(X)"
"0500000US37195","Wilson County, North Carolina","32384","1354","13.5","4.3","9.3","3.7","12.9","4.1","9.7","3.5","13.1","3.4","13.1","3.2","8.7","2.6","12.6","2.9","4.5","2.7","2.6","1.3","38830","4122","59009","5640","41.0","(X)","(X)","(X)","(X)","(X)","19760","1872","8.2","4.4","6.4","3.9","9.1","4.5","9.0","4.4","8.4","3.8","15.1","4.7","13.4","3.9","21.5","5.1","5.0","2.8","3.9","2.1","65768","11166","77014","7931","(X)","(X)","42.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","85587","15196","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12624","1841","23.5","7.3","14.0","6.2","19.0","6.5","9.3","4.6","20.7","6.6","9.4","4.0","1.3","1.2","2.2","1.6","0.0","1.5","0.7","1.2","19967","5715","28963","4286","(X)","(X)","(X)","(X)","38.2","(X)"
"0500000US38015","Burleigh County, North Dakota","38438","1461","4.0","1.7","4.8","1.9","6.5","1.7","6.7","2.7","11.7","3.1","18.1","3.2","12.6","2.6","21.2","3.7","6.5","1.9","8.0","1.8","72494","5065","96490","8132","35.5","(X)","(X)","(X)","(X)","(X)","24110","1591","0.0","0.5","2.6","2.0","3.0","1.4","4.0","1.9","10.0","4.5","17.2","3.9","15.0","3.6","27.0","5.1","9.2","2.7","12.2","2.8","95152","9713","120776","11614","(X)","(X)","34.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","109565","6878","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14328","1614","10.7","4.6","9.2","4.3","12.0","3.8","13.1","5.9","14.6","4.6","19.7","5.1","9.1","3.8","9.0","3.7","1.8","1.6","1.0","1.1","40910","7981","52912","8209","(X)","(X)","(X)","(X)","36.0","(X)"
"0500000US38017","Cass County, North Dakota","78736","1627","6.2","1.9","5.0","1.7","7.5","1.8","9.3","2.1","11.9","2.1","18.8","2.5","13.2","2.5","14.9","2.0","6.1","1.6","7.2","1.9","62218","4861","84236","5765","19.7","(X)","(X)","(X)","(X)","(X)","42257","2523","2.6","2.0","0.9","0.7","6.6","3.0","5.3","2.1","6.0","1.8","15.7","3.4","15.8","3.0","23.1","3.2","11.2","3.1","12.7","3.4","94182","9064","117063","10116","(X)","(X)","18.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","103752","7653","N","N","(X)","(X)","(X)","(X)","(X)","(X)","36479","2557","10.4","3.4","9.8","3.3","9.5","2.3","14.1","3.7","19.3","4.0","21.4","3.6","9.5","3.6","4.9","1.8","0.3","0.3","0.8","0.6","38473","4468","45104","3242","(X)","(X)","(X)","(X)","20.8","(X)"
"0500000US38035","Grand Forks County, North Dakota","31506","911","7.1","2.5","4.5","2.7","11.8","3.4","13.3","3.6","7.4","2.3","20.5","4.0","12.8","3.3","14.2","2.8","3.9","1.8","4.5","1.7","56622","3096","72083","5286","28.2","(X)","(X)","(X)","(X)","(X)","15614","1335","2.7","1.7","2.5","2.3","10.2","5.2","4.9","3.5","5.1","2.1","21.1","5.4","17.7","4.8","20.2","4.6","7.8","3.5","7.8","3.2","81451","9746","97403","9644","(X)","(X)","28.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93964","7038","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15892","1461","12.0","4.9","8.4","5.2","14.8","4.9","19.7","6.2","8.8","3.5","20.9","5.9","5.8","2.7","8.3","3.3","0.1","0.2","1.2","1.3","32355","3905","45126","3628","(X)","(X)","(X)","(X)","25.2","(X)"
"0500000US38101","Ward County, North Dakota","28908","1521","3.5","2.1","3.6","2.0","6.2","2.6","8.4","3.9","15.0","4.4","15.6","3.1","18.1","3.5","20.4","4.2","5.0","1.7","4.5","2.0","71415","6293","85522","8563","31.2","(X)","(X)","(X)","(X)","(X)","16218","1557","2.2","1.9","1.8","2.4","2.4","1.9","2.3","1.6","6.5","3.2","17.5","4.4","23.1","5.1","29.4","5.9","8.7","3.2","6.2","2.9","92439","5221","105217","9178","(X)","(X)","28.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96031","7738","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12690","1741","6.3","4.3","5.9","3.4","12.3","5.7","15.4","7.8","26.0","8.9","14.3","5.0","11.2","5.4","6.9","4.3","0.7","1.2","1.0","1.3","39313","4049","56404","14749","(X)","(X)","(X)","(X)","34.8","(X)"
