Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,19.3,14.3,25.2,14.3 - 25.2,17.0-21.4
Symptoms of Depressive Disorder,By State,Ohio,Ohio,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,28.1,23.4,33.2,23.4 - 33.2,26.9-31.8
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.8,27.8,36.0,27.8 - 36.0,26.9-31.8
Symptoms of Depressive Disorder,By State,Oregon,Oregon,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,27.6,24.3,31.1,24.3 - 31.1,26.9-31.8
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,24.6,21.1,28.4,21.1 - 28.4,24.4-26.8
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,22.3,17.5,27.7,17.5 - 27.7,21.5-24.3
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,28.8,24.4,33.4,24.4 - 33.4,26.9-31.8
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,20.0,16.0,24.4,16.0 - 24.4,17.0-21.4
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,22.9,18.8,27.3,18.8 - 27.3,21.5-24.3
Symptoms of Depressive Disorder,By State,Texas,Texas,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,26.2,23.5,29.0,23.5 - 29.0,24.4-26.8
Symptoms of Depressive Disorder,By State,Utah,Utah,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,22.3,19.2,25.6,19.2 - 25.6,21.5-24.3
Symptoms of Depressive Disorder,By State,Vermont,Vermont,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,23.5,18.0,29.8,18.0 - 29.8,21.5-24.3
Symptoms of Depressive Disorder,By State,Virginia,Virginia,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,21.4,18.1,25.0,18.1 - 25.0,17.0-21.4
Symptoms of Depressive Disorder,By State,Washington,Washington,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,27.1,23.1,31.3,23.1 - 31.3,26.9-31.8
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,26.2,21.5,31.3,21.5 - 31.3,24.4-26.8
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,17.7,15.0,20.7,15.0 - 20.7,17.0-21.4
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,25.2,19.5,31.7,19.5 - 31.7,24.4-26.8
Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,30.6,30.0,31.2,30.0 - 31.2,
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,42.2,40.5,43.9,40.5 - 43.9,
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,35.8,34.5,37.2,34.5 - 37.2,
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,32.1,30.6,33.6,30.6 - 33.6,
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,29.3,27.8,30.9,27.8 - 30.9,
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,23.0,21.6,24.4,21.6 - 24.4,
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,18.2,15.9,20.7,15.9 - 20.7,
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,13.3,9.6,17.8,9.6 - 17.8,
Symptoms of Anxiety Disorder,By Sex,United States,Male,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,26.0,25.1,26.8,25.1 - 26.8,
Symptoms of Anxiety Disorder,By Sex,United States,Female,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,35.0,34.3,35.8,34.3 - 35.8,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,32.1,30.1,34.1,30.1 - 34.1,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,29.0,28.2,29.8,28.2 - 29.8,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,33.8,31.6,36.2,31.6 - 36.2,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,28.4,25.3,31.7,25.3 - 31.7,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,44.6,40.8,48.4,40.8 - 48.4,
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,37.8,34.2,41.5,34.2 - 41.5,
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.4,29.8,32.9,29.8 - 32.9,
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,32.8,31.7,33.9,31.7 - 33.9,
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,25.9,25.1,26.8,25.1 - 26.8,
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.6,27.2,36.3,27.2 - 36.3,29.7-31.7
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,26.1,21.6,31.0,21.6 - 31.0,18.4-26.7
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,27.9,24.9,31.1,24.9 - 31.1,26.8-29.6
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,35.3,30.9,39.9,30.9 - 39.9,31.8-37.1
Symptoms of Anxiety Disorder,By State,California,California,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,33.8,31.5,36.2,31.5 - 36.2,31.8-37.1
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,29.4,26.0,33.0,26.0 - 33.0,26.8-29.6
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,26.7,23.4,30.2,23.4 - 30.2,18.4-26.7
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,26.2,21.9,30.9,21.9 - 30.9,18.4-26.7
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,28.2,23.7,33.0,23.7 - 33.0,26.8-29.6
Symptoms of Anxiety Disorder,By State,Florida,Florida,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,33.8,30.3,37.5,30.3 - 37.5,31.8-37.1
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.7,27.8,35.8,27.8 - 35.8,29.7-31.7
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,20.7,17.1,24.7,17.1 - 24.7,18.4-26.7
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,28.3,23.6,33.4,23.6 - 33.4,26.8-29.6
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.3,27.9,34.8,27.9 - 34.8,29.7-31.7
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.5,27.6,35.6,27.6 - 35.6,29.7-31.7
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,27.8,23.9,32.1,23.9 - 32.1,26.8-29.6
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,28.3,24.5,32.2,24.5 - 32.2,26.8-29.6
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,33.3,29.8,36.9,29.8 - 36.9,31.8-37.1
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.0,26.9,35.4,26.9 - 35.4,29.7-31.7
Symptoms of Anxiety Disorder,By State,Maine,Maine,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,25.2,21.1,29.6,21.1 - 29.6,18.4-26.7
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,26.1,22.7,29.6,22.7 - 29.6,18.4-26.7
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,26.7,23.7,29.8,23.7 - 29.8,18.4-26.7
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,29.0,26.1,32.0,26.1 - 32.0,26.8-29.6
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,27.5,24.4,30.8,24.4 - 30.8,26.8-29.6
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,33.8,29.7,38.1,29.7 - 38.1,31.8-37.1
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,30.1,26.5,33.8,26.5 - 33.8,29.7-31.7
Symptoms of Anxiety Disorder,By State,Montana,Montana,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,22.6,18.7,27.0,18.7 - 27.0,18.4-26.7
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,22.2,19.1,25.6,19.1 - 25.6,18.4-26.7
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,30.3,26.5,34.4,26.5 - 34.4,29.7-31.7
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,26.7,22.8,30.9,22.8 - 30.9,18.4-26.7
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.8,28.3,35.5,28.3 - 35.5,31.8-37.1
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,37.1,32.1,42.3,32.1 - 42.3,31.8-37.1
Symptoms of Anxiety Disorder,By State,New York,New York,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,29.8,26.4,33.4,26.4 - 33.4,29.7-31.7
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,29.6,26.1,33.3,26.1 - 33.3,26.8-29.6
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,18.4,15.0,22.2,15.0 - 22.2,18.4-26.7
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,29.6,25.4,34.1,25.4 - 34.1,26.8-29.6
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.7,28.1,35.6,28.1 - 35.6,29.7-31.7
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,35.3,31.5,39.2,31.5 - 39.2,31.8-37.1
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.4,27.0,36.0,27.0 - 36.0,29.7-31.7
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,30.8,25.6,36.5,25.6 - 36.5,29.7-31.7
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,29.2,24.4,34.4,24.4 - 34.4,26.8-29.6
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,26.3,21.8,31.1,21.8 - 31.1,18.4-26.7
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,30.4,26.4,34.6,26.4 - 34.6,29.7-31.7
Symptoms of Anxiety Disorder,By State,Texas,Texas,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.1,27.7,34.6,27.7 - 34.6,29.7-31.7
Symptoms of Anxiety Disorder,By State,Utah,Utah,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,29.7,26.7,32.8,26.7 - 32.8,29.7-31.7
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.8,25.5,38.6,25.5 - 38.6,31.8-37.1
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,28.3,25.0,31.7,25.0 - 31.7,26.8-29.6
Symptoms of Anxiety Disorder,By State,Washington,Washington,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.7,28.1,35.5,28.1 - 35.5,29.7-31.7
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,33.6,28.0,39.5,28.0 - 39.5,31.8-37.1
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,22.7,19.3,26.3,19.3 - 26.3,18.4-26.7
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,25.3,21.2,29.7,21.2 - 29.7,18.4-26.7
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,35.5,34.8,36.1,34.8 - 36.1,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,49.3,47.4,51.2,47.4 - 51.2,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,40.6,39.2,42.0,39.2 - 42.0,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,36.9,35.3,38.6,35.3 - 38.6,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,33.6,31.9,35.4,31.9 - 35.4,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,27.0,25.6,28.5,25.6 - 28.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,21.7,19.3,24.2,19.3 - 24.2,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,19.2,14.7,24.4,14.7 - 24.4,
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.1,30.2,32.1,30.2 - 32.1,
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,39.6,38.9,40.3,38.9 - 40.3,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,38.3,36.2,40.4,36.2 - 40.4,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,33.1,32.3,33.9,32.3 - 33.9,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,40.5,38.3,42.7,38.3 - 42.7,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,34.2,31.6,37.0,31.6 - 37.0,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,49.6,45.9,53.4,45.9 - 53.4,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,43.9,40.4,47.5,40.4 - 47.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,36.7,35.1,38.3,35.1 - 38.3,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,38.3,37.2,39.4,37.2 - 39.4,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,29.4,28.5,30.3,28.5 - 30.3,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,37.5,32.6,42.6,32.6 - 42.6,37.0-40.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.6,27.1,36.3,27.1 - 36.3,26.0-31.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,32.6,29.1,36.2,29.1 - 36.2,31.7-34.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,39.0,34.8,43.4,34.8 - 43.4,37.0-40.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,38.6,36.3,40.8,36.3 - 40.8,37.0-40.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,33.6,29.6,37.7,29.6 - 37.7,31.7-34.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,35.1,31.8,38.5,31.8 - 38.5,34.3-36.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,30.3,25.5,35.5,25.5 - 35.5,26.0-31.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,33.0,28.1,38.2,28.1 - 38.2,31.7-34.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,40.0,36.6,43.4,36.6 - 43.4,37.0-40.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,34.9,31.0,39.0,31.0 - 39.0,34.3-36.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,26.1,22.1,30.5,22.1 - 30.5,26.0-31.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,31.8,27.1,36.7,27.1 - 36.7,31.7-34.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,37.0,33.5,40.7,33.5 - 40.7,37.0-40.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,36.2,32.6,40.0,32.6 - 40.0,34.3-36.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,32.9,29.3,36.8,29.3 - 36.8,31.7-34.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,32.0,28.1,36.1,28.1 - 36.1,31.7-34.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,39.0,35.1,43.0,35.1 - 43.0,37.0-40.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,36.3,32.1,40.7,32.1 - 40.7,34.3-36.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,29.3,25.3,33.6,25.3 - 33.6,26.0-31.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,30.8,27.5,34.2,27.5 - 34.2,26.0-31.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,29.9,26.6,33.3,26.6 - 33.3,26.0-31.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,1,5,May 28 - June 2,05/28/2020 12:00:00 AM,06/02/2020 12:00:00 AM,34.5,31.2,37.9,31.2 - 37.9,34.3-36.9
